Stock1,Stock2,EntryThreshold,ExitThreshold,PercentageGain
LOW,BR,2.9000000000000017,0.2,4.158438161468835
CAT,SWK,2.8000000000000016,0.0,6.255172444784575
CDAY,GOOG,2.7000000000000015,0.6000000000000001,13.98558891642438
PGR,EXPD,2.5000000000000013,0.0,3.9747893238848553
A,TEL,2.9000000000000017,0.5,1.3178606958981707
ALB,ETN,2.300000000000001,0.1,4.5370251876001815
AVGO,ALGN,2.4000000000000012,0.2,3.4450968907151873
AJG,TEL,2.5000000000000013,0.0,6.120492882979762
AAPL,ABT,2.6000000000000014,0.0,7.913741356423342
ETSY,A,2.100000000000001,0.1,10.045565231096791
CZR,NUE,2.100000000000001,0.0,2.802967167880117
LIN,META,2.300000000000001,0.0,3.456139620993298
CL,GOOGL,2.7000000000000015,0.6000000000000001,4.285195319903993
CMI,SEDG,1.8000000000000007,0.0,7.3239736674115
CHTR,BLK,2.9000000000000017,0.8,2.5414245890646043
TRMB,MS,2.4000000000000012,0.0,3.511201687354674
DHR,MSFT,2.8000000000000016,0.1,2.4398186977953995
ZTS,GNRC,2.6000000000000014,0.0,5.99836252545352
CZR,MS,2.8000000000000016,0.0,12.476321624113973
KMI,APA,1.0,0.9,-2.9823723516927716
GWW,ALGN,2.9000000000000017,0.0,7.6379564787685785
TRV,IT,2.8000000000000016,0.0,3.7553915344911677
VRSK,PYPL,2.8000000000000016,0.4,3.940807497662039
CMCSA,NUE,2.6000000000000014,0.0,2.8142599757167464
UDR,OKE,1.0,0.9,-2.6583728239012445
ALLE,MTB,2.7000000000000015,0.30000000000000004,3.744440866290116
AMD,FSLR,2.6000000000000014,0.7000000000000001,8.241918275302885
ZION,L,2.9000000000000017,0.0,3.0676224991745213
MKTX,BIO,2.9000000000000017,0.0,3.5604047095528
CBRE,XRAY,2.7000000000000015,0.0,8.485651790612298
PPL,BAC,2.7000000000000015,0.0,5.674244110259752
PAYX,APTV,2.6000000000000014,0.2,8.253107181282004
FTV,CTSH,2.7000000000000015,0.4,5.357368559231405
IVZ,KEY,2.9000000000000017,0.0,5.860466180845749
NTAP,STX,2.9000000000000017,0.0,3.876944366971607
GRMN,A,2.9000000000000017,0.0,2.455567566170165
QCOM,ETN,2.9000000000000017,0.1,7.562485403165301
UNP,PH,1.1,0.9,-0.3977680859266524
CMA,PFG,2.8000000000000016,0.0,3.9082050157272694
GRMN,FMC,2.9000000000000017,0.0,4.8277959248760505
MPWR,ADSK,2.7000000000000015,0.2,3.983984839168441
CMCSA,ADM,2.300000000000001,0.0,3.438372538072891
CL,CSGP,2.200000000000001,0.5,4.225148400115638
GRMN,ALB,2.7000000000000015,0.0,5.856911326747661
DG,MSFT,2.7000000000000015,0.0,4.530453881299456
HD,MCO,2.8000000000000016,0.0,3.290954995701577
LW,RCL,1.7000000000000006,0.0,0.6589191893630805
DOV,WM,2.5000000000000013,0.0,2.2288234004063487
CMI,UNP,2.6000000000000014,0.0,2.4734821171860397
BG,NUE,2.000000000000001,0.4,2.6659027340259027
NTRS,WYNN,2.9000000000000017,0.0,8.624799650347645
MET,WRB,2.9000000000000017,0.0,4.13511883974145
PNR,NUE,2.6000000000000014,0.0,3.8979764570667172
FCX,NWSA,2.8000000000000016,0.0,14.81233261961166
ROST,WYNN,2.5000000000000013,0.2,6.578812150735462
LIN,ROK,2.4000000000000012,0.0,2.150711513819404
QCOM,PKG,2.5000000000000013,0.0,4.147881602404267
WDC,FANG,2.5000000000000013,0.0,4.473562601246488
CFG,PEAK,2.7000000000000015,0.0,6.406860720203674
CE,FRC,2.9000000000000017,0.0,7.847304785138971
DXC,CNP,2.6000000000000014,0.0,7.526098454205954
SHW,CRM,2.5000000000000013,0.2,7.898761538293515
TAP,L,2.9000000000000017,0.0,10.051444056292482
PNC,IT,2.8000000000000016,0.0,4.184404384908543
DG,CRL,2.8000000000000016,0.1,3.573832621304956
UHS,HCA,2.5000000000000013,0.0,5.938069452424725
NEE,DHI,1.1,0.0,1.7267427020720785
HLT,DTE,2.300000000000001,0.0,6.84249424099064
CTAS,MA,2.9000000000000017,0.0,2.8038057288969873
SYK,STZ,2.6000000000000014,0.0,2.983987225298939
GRMN,DLTR,2.6000000000000014,0.0,5.992785698211427
QRVO,ADI,1.4000000000000004,0.0,2.225579808363917
WDC,REG,1.6000000000000005,0.0,5.68276646226107
NXPI,ADI,2.8000000000000016,0.6000000000000001,7.214822671803292
NSC,ACN,2.7000000000000015,0.2,5.059632723819712
PFG,ALK,2.7000000000000015,0.0,5.306619673919443
PPG,TT,2.300000000000001,0.2,2.6491815358553326
HAL,KEY,2.7000000000000015,0.0,11.14448971317979
OKE,USB,2.200000000000001,0.1,2.1832507873713234
TFC,HIG,2.4000000000000012,0.0,5.239993414224671
GE,LVS,2.8000000000000016,0.0,4.150455376010769
MOS,NWL,2.7000000000000015,0.0,5.22299908672744
TJX,RJF,2.7000000000000015,0.0,5.744107701337542
FISV,JPM,2.8000000000000016,0.0,4.295342582563954
MPC,AFL,2.8000000000000016,0.0,0
POOL,HD,2.5000000000000013,0.0,7.0047191095727905
MGM,CNP,2.4000000000000012,0.8,3.670365084553799
AME,FMC,2.9000000000000017,0.0,3.935380717794143
WHR,URI,2.6000000000000014,0.1,3.7335997384848376
IEX,DE,2.300000000000001,0.0,3.913883317124758
DFS,RHI,2.4000000000000012,0.8,4.597170041641814
DAL,OKE,2.7000000000000015,0.0,8.61119423540724
DTE,MDT,2.9000000000000017,0.0,3.356345175281911
MHK,UHS,2.7000000000000015,0.0,7.679787583238497
DE,DHR,2.6000000000000014,0.0,3.51402159200159
KLAC,SNPS,2.200000000000001,0.0,2.6548208544942766
TXN,ZTS,2.6000000000000014,0.0,4.106315920297406
AVY,FRC,2.4000000000000012,0.0,3.7062832505137764
DVA,PTC,1.4000000000000004,0.0,2.459972950033804
UNP,V,2.100000000000001,0.2,3.603375829934463
TGT,WMT,2.9000000000000017,0.0,4.7242150446828886
AOS,APH,1.1,0.0,1.1477641392664228
ADSK,META,2.9000000000000017,0.7000000000000001,3.6047372378892635
A,APTV,2.4000000000000012,0.30000000000000004,1.6478018274474422
VTR,USB,2.8000000000000016,0.0,4.382893880524096
ALLE,ETR,2.7000000000000015,0.7000000000000001,3.908684083131294
AME,EXPE,2.6000000000000014,0.9,5.373085172902445
FITB,VICI,2.9000000000000017,0.0,9.691520358290932
CTLT,EXPD,2.300000000000001,0.0,2.761274940591733
CHRW,MKC,2.6000000000000014,0.0,3.351189248921413
HCA,DIS,2.6000000000000014,0.0,5.664249120717547
CMI,CRM,2.8000000000000016,0.30000000000000004,6.72410963435164
PKG,FRC,2.7000000000000015,0.1,4.458410832018016
TEL,EXPE,2.9000000000000017,0.0,5.432783955907407
AME,QCOM,2.100000000000001,0.6000000000000001,4.0882548967017165
CFG,PARA,2.8000000000000016,0.0,6.7803901411985725
BBY,AAPL,2.9000000000000017,0.30000000000000004,5.519418806483353
MPC,USB,2.8000000000000016,0.0,1.2499424952175007
FOX,PEAK,2.9000000000000017,0.0,10.951321046360738
CTVA,STLD,2.5000000000000013,0.0,6.10783614187878
SWK,URI,2.8000000000000016,0.0,4.580644632574245
ATVI,CTLT,2.4000000000000012,0.5,3.8920666908081554
TER,ALB,2.7000000000000015,0.0,6.23010873479321
PPL,EXC,2.100000000000001,0.0,2.045332781710963
HOLX,FSLR,2.6000000000000014,0.0,19.338580799335357
AAP,IQV,2.9000000000000017,0.0,6.527449488936074
PH,DE,1.1,0.9,-0.36397708114564
EL,ACN,2.100000000000001,0.7000000000000001,3.2303515152273325
GLW,STLD,2.4000000000000012,0.7000000000000001,2.4684379677368784
NVDA,PKI,2.8000000000000016,0.0,6.519736150135983
EL,SHW,2.5000000000000013,0.0,3.84621416310321
WST,META,2.8000000000000016,0.5,5.0657712687112
STZ,V,2.8000000000000016,0.0,4.058976051810152
PH,ACN,2.9000000000000017,0.30000000000000004,2.512400323983936
JCI,PHM,2.8000000000000016,0.6000000000000001,2.3194762101701567
TT,NKE,2.9000000000000017,0.0,4.358509310089163
WDC,TAP,2.9000000000000017,0.1,7.975217255533075
GL,WYNN,2.9000000000000017,0.1,20.7849297228157
AWK,ZTS,2.9000000000000017,0.1,4.886720085506395
MPC,OKE,2.8000000000000016,0.0,17.452800412071664
COP,BK,2.8000000000000016,0.1,1.7694476117210443
DVN,KIM,2.8000000000000016,0.0,15.365363823290831
EQR,OMC,2.9000000000000017,0.0,6.428570604688525
HIG,XRAY,2.7000000000000015,0.30000000000000004,7.145895122355739
BK,ALK,2.8000000000000016,0.9,1.5495907354337095
CL,TER,2.200000000000001,0.2,3.5457740102936044
MSCI,IDXX,1.0,0.0,1.738907218975199
MET,HIG,2.7000000000000015,0.30000000000000004,9.760030207811047
SWKS,QRVO,1.4000000000000004,0.0,0.9948381648231688
CDAY,TER,2.8000000000000016,0.0,5.361627938835324
AJG,FMC,2.5000000000000013,0.0,6.225727240580891
DHR,ITW,2.300000000000001,0.0,2.892424676561065
TFC,L,2.9000000000000017,0.0,5.564849985446207
DXC,MGM,2.4000000000000012,0.0,14.485914104775944
PTC,DLTR,2.7000000000000015,0.0,6.002257284222362
VTR,AFL,2.8000000000000016,0.30000000000000004,2.1323075545841084
NXPI,QRVO,2.9000000000000017,0.2,5.571232411165885
VTRS,AAL,2.7000000000000015,0.0,6.059913058666807
CMCSA,TRMB,2.4000000000000012,0.0,4.830353023408321
TSCO,SWKS,2.000000000000001,0.0,4.2414467683513655
MHK,JPM,2.5000000000000013,0.0,6.31256844042193
LUV,AFL,2.5000000000000013,0.0,4.1805851565609045
NSC,DE,2.6000000000000014,0.2,5.5234151460640115
KEYS,PKG,2.5000000000000013,0.0,4.570138772107814
TER,EMN,2.9000000000000017,0.1,3.4341538107842564
CDAY,PTC,2.7000000000000015,0.0,2.4067968956347947
TSCO,JBHT,2.4000000000000012,0.0,4.248159800315048
PPG,VMC,2.5000000000000013,0.0,2.78145748445218
RTX,EQR,2.4000000000000012,0.2,1.577976697199104
AMP,URI,2.200000000000001,0.0,4.453811667136151
VTR,LUV,2.7000000000000015,0.0,6.43699670659525
ZBH,HCA,2.300000000000001,0.9,2.3280265379500635
TRV,CDW,2.6000000000000014,0.0,5.279731825072145
A,ALB,1.9000000000000008,0.2,3.514244139272911
AXP,CPT,2.7000000000000015,0.0,4.059620340644131
IT,DIS,2.6000000000000014,0.0,7.209086315280288
CAT,TGT,2.300000000000001,0.0,6.3993651001990965
SEE,MNST,2.8000000000000016,0.4,7.707161594795695
PPG,PKG,1.9000000000000008,0.0,1.1345050265646865
WTW,AON,2.7000000000000015,0.9,1.2300570860728706
LYB,COF,2.200000000000001,0.0,4.251844376906139
TTWO,AMZN,2.8000000000000016,0.0,5.879003022047254
FDX,CRM,2.9000000000000017,0.0,9.72447286233155
BBY,CHRW,2.5000000000000013,0.5,5.008422534395139
CAT,WHR,1.0,0.1,1.686004319298303
TSN,OMC,2.300000000000001,0.0,6.482692800895262
IP,JCI,2.5000000000000013,0.8,1.2713649176020603
NUE,MS,2.7000000000000015,0.5,9.321572344596598
LRCX,GWW,2.8000000000000016,0.0,6.3104252475341776
ABT,A,2.5000000000000013,0.0,4.15013564082076
FAST,EBAY,2.5000000000000013,0.0,2.700525438963625
GNRC,WHR,2.300000000000001,0.0,4.491937054470425
CME,AVB,2.8000000000000016,0.9,5.188809388325817
MET,L,2.9000000000000017,0.0,6.7486438447144055
PKG,CE,1.0,0.4,1.2522001341414135
NKE,TSLA,2.7000000000000015,0.0,13.483802034466116
TTWO,GNRC,2.4000000000000012,0.8,1.1850798994267255
MET,MPC,2.9000000000000017,0.9,0.5589853985015647
ZBH,CDW,2.7000000000000015,0.4,3.943770342032861
ZBH,IT,1.8000000000000007,0.0,3.389195907193996
TXN,TROW,2.8000000000000016,0.0,6.197680922291784
TFC,LUV,2.7000000000000015,0.0,12.574574648409728
TJX,RHI,2.5000000000000013,0.0,5.566425724016658
RCL,WAB,2.9000000000000017,0.0,9.660234890031065
STT,RCL,2.7000000000000015,0.0,9.738921737464965
COP,WDC,2.4000000000000012,0.0,7.01022270511254
LRCX,IDXX,2.9000000000000017,0.0,7.5276853480853685
TMUS,QCOM,2.9000000000000017,0.7000000000000001,2.9488885240577813
LRCX,INTU,2.9000000000000017,0.0,4.154766574371863
J,TEL,2.4000000000000012,0.0,6.648840333535502
CSGP,BALL,2.7000000000000015,0.0,5.485076987121329
XYL,APTV,2.7000000000000015,0.0,10.406057869783265
J,APTV,2.9000000000000017,0.0,21.262987511038922
NSC,MCD,2.9000000000000017,0.0,2.6922069634827066
DAL,ZION,2.8000000000000016,0.7000000000000001,10.60633594633767
AME,ALB,2.4000000000000012,0.4,3.6738283430746748
A,ETN,2.7000000000000015,0.0,2.5545738213185114
TFC,BK,2.8000000000000016,0.7000000000000001,1.768224198644348
VICI,MGM,2.7000000000000015,0.30000000000000004,8.604887806189062
DVA,TER,2.5000000000000013,0.0,11.530085911910957
OTIS,CTSH,2.8000000000000016,0.0,9.947968086267252
ADSK,ISRG,1.9000000000000008,0.0,3.3490990148234463
HPQ,AES,2.9000000000000017,0.0,5.322742377535456
APD,EPAM,2.100000000000001,0.0,7.795118029987626
PPG,QRVO,2.5000000000000013,0.0,6.006584975695333
FANG,UAL,2.9000000000000017,0.0,17.909178541996305
VRSK,KLAC,2.6000000000000014,0.0,3.59951433688001
MET,BK,2.9000000000000017,0.6000000000000001,0.8439665503563726
MNST,NDAQ,2.8000000000000016,0.0,3.126873657047831
